category,flag,curvature,accaverage,acc1,acc2,acc3,acc4,acc5,acc6,speedaverage,speed1,speed2,speed3,speed4,speed5
0,0,1.4872244893810929,0.28097732245592655,0.38461538461538464,0.19230769230769232,0.15384615384615385,0.07692307692307693,0.19230769230769232,0.19230769230769232,0.567599828914312,0.34782608695652173,0.08695652173913043,0.2608695652173913,0.30434782608695654,0.30434782608695654
0,0,1.4142118924026048,0.4360997584189228,0.25,0.14285714285714285,0.21428571428571427,0.14285714285714285,0.25,0.32142857142857145,0.7098597550547439,0.5,0.12962962962962962,0.2037037037037037,0.16666666666666666,0.4074074074074074
0,0,1.2153099012590338,0.4650395672440165,0.21568627450980393,0.17647058823529413,0.13725490196078433,0.13725490196078433,0.3333333333333333,0.11764705882352941,0.7166214387683456,0.35294117647058826,0.18823529411764706,0.3411764705882353,0.11764705882352941,0.3764705882352941
0,0,1.3165101914560393,1.2279637814830477,0.625,0.0625,0.0,0.125,0.1875,0.0625,2.42370557724955,0.5,0.05,0.325,0.125,0.05
0,0,1.1599599586824443,0.5539264738136761,0.47058823529411764,0.1568627450980392,0.0784313725490196,0.17647058823529413,0.11764705882352941,0.13725490196078433,0.8611123734072623,0.391304347826087,0.16304347826086957,0.2717391304347826,0.17391304347826086,0.30434782608695654
0,0,1.2294469427033745,0.4419608990193734,0.43137254901960786,0.21568627450980393,0.0784313725490196,0.13725490196078433,0.13725490196078433,0.09803921568627451,1.1521094895697432,0.4077669902912621,0.1650485436893204,0.3300970873786408,0.0970873786407767,0.07766990291262135
0,0,0.6887501169180106,0.08893284327788376,0.2608695652173913,0.30434782608695654,0.043478260869565216,0.13043478260869565,0.2608695652173913,0.5217391304347826,0.2793725773387756,0.4146341463414634,0.12195121951219512,0.2682926829268293,0.1951219512195122,0.43902439024390244
0,0,1.1712062405920154,0.4905524227367504,0.4117647058823529,0.09803921568627451,0.1568627450980392,0.17647058823529413,0.1568627450980392,0.11764705882352941,1.0983940676984671,0.5045045045045045,0.17117117117117117,0.1981981981981982,0.12612612612612611,0.05405405405405406
0,0,0.8002661956417183,0.14528287405834228,0.5238095238095238,0.14285714285714285,0.09523809523809523,0.09523809523809523,0.14285714285714285,0.23809523809523808,0.2912011241850935,0.5555555555555556,0.19444444444444445,0.1111111111111111,0.1388888888888889,0.3611111111111111
0,0,1.0072101463558913,0.20918415876605895,0.32142857142857145,0.17857142857142858,0.32142857142857145,0.10714285714285714,0.07142857142857142,0.25,0.4097946008878435,0.3137254901960784,0.13725490196078433,0.45098039215686275,0.09803921568627451,0.3137254901960784
0,0,1.4421146782013374,0.5545182031696703,0.44,0.2,0.12,0.08,0.16,0.12,0.7773480489430464,0.6744186046511628,0.13953488372093023,0.09302325581395349,0.09302325581395349,0.20930232558139536
0,0,0.9779594611045871,0.08006723013539893,0.3137254901960784,0.23529411764705882,0.11764705882352941,0.09803921568627451,0.23529411764705882,0.058823529411764705,0.19215783774628925,0.34444444444444444,0.2111111111111111,0.28888888888888886,0.15555555555555556,0.14444444444444443
0,0,0.8411425301149937,0.5917523640119924,0.4,0.2,0.0,0.2,0.2,0.1,0.6379877991475553,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.19047619047619047
0,0,0.8649050432905592,0.1711641266372468,0.2857142857142857,0.3333333333333333,0.14285714285714285,0.0,0.23809523809523808,0.19047619047619047,0.37389229667254287,0.39473684210526316,0.23684210526315788,0.2631578947368421,0.10526315789473684,0.3157894736842105
0,0,1.3075986074917438,0.561965929245175,0.3333333333333333,0.13725490196078433,0.13725490196078433,0.19607843137254902,0.19607843137254902,0.19607843137254902,0.7724871480383133,0.3888888888888889,0.15555555555555556,0.2777777777777778,0.17777777777777778,0.4
0,0,1.3165728955140792,0.8729191718976679,0.43137254901960786,0.21568627450980393,0.09803921568627451,0.11764705882352941,0.13725490196078433,0.17647058823529413,1.0827028479378937,0.36153846153846153,0.2,0.27692307692307694,0.16153846153846155,0.2
0,0,1.3368994325170314,0.5874828970035055,0.5833333333333334,0.08333333333333333,0.0,0.08333333333333333,0.25,0.25,0.8404410433347792,0.6666666666666666,0.07407407407407407,0.2222222222222222,0.037037037037037035,0.2222222222222222
0,0,1.2665096386041679,0.13565293274621476,0.23529411764705882,0.17647058823529413,0.11764705882352941,0.17647058823529413,0.29411764705882354,0.058823529411764705,0.21560491320787686,0.4166666666666667,0.16666666666666666,0.3333333333333333,0.08333333333333333,0.3333333333333333
0,0,1.3470815532769242,0.5121978100859944,0.23076923076923078,0.34615384615384615,0.07692307692307693,0.07692307692307693,0.2692307692307692,0.3076923076923077,1.0270874034355706,0.3888888888888889,0.1111111111111111,0.2777777777777778,0.2222222222222222,0.16666666666666666
0,0,0.9918403850520167,0.24473070315224263,0.23076923076923078,0.19230769230769232,0.07692307692307693,0.15384615384615385,0.34615384615384615,0.19230769230769232,0.5401269905043314,0.33962264150943394,0.16981132075471697,0.3018867924528302,0.18867924528301888,0.2641509433962264
0,0,1.4574677411707373,0.7890847238089538,0.27450980392156865,0.1568627450980392,0.1568627450980392,0.19607843137254902,0.21568627450980393,0.13725490196078433,1.1813053087610925,0.3894736842105263,0.11578947368421053,0.24210526315789474,0.25263157894736843,0.30526315789473685
0,0,0.9648453837494836,0.485532512198535,0.0,0.125,0.25,0.0,0.625,1.0,0.6378994988044222,0.36,0.2,0.16,0.28,0.52
0,0,0.36732265032575445,0.015803457870080043,0.21568627450980393,0.2549019607843137,0.35294117647058826,0.09803921568627451,0.0784313725490196,0.11764705882352941,0.030841527668580792,0.043859649122807015,0.14035087719298245,0.5350877192982456,0.2807017543859649,0.07017543859649122
0,0,1.2123632631329326,0.6904438836948452,0.3333333333333333,0.1568627450980392,0.21568627450980393,0.17647058823529413,0.11764705882352941,0.11764705882352941,1.0679477541403604,0.42857142857142855,0.15126050420168066,0.2689075630252101,0.15126050420168066,0.11764705882352941
0,0,1.3438972046260431,0.844727396593046,0.0,0.0,0.25,0.5,0.25,0.25,0.4500549603039646,0.6,0.1,0.1,0.2,0.3
0,0,0.6886213423520532,0.038465512445339314,0.49019607843137253,0.17647058823529413,0.1568627450980392,0.11764705882352941,0.058823529411764705,0.0784313725490196,0.07259495467216191,0.12389380530973451,0.25663716814159293,0.5575221238938053,0.061946902654867256,0.05309734513274336
0,0,1.0164706539833517,0.4676361336588852,0.39215686274509803,0.13725490196078433,0.17647058823529413,0.11764705882352941,0.17647058823529413,0.21568627450980393,0.602652772207725,0.46846846846846846,0.13513513513513514,0.22522522522522523,0.17117117117117117,0.26126126126126126
